iteration	epsilon	negativeRewardCount	zeroRewardCount	terminal_reward_count	average_rewards	averageScore	slidingWindowAverageScore	loss_on_v	loss_on_p	reward_count	time(s)
154009	0.7228	192	766	None	0.2475	0.0313	-0.0712	11.5515	27.081	{"0": 766, "10": 44, "-1": 192}	13525.9783
155004	0.721	197	761	None	0.1739	0.4875	-0.395	9.4292	25.6136	{"0": 761, "10": 37, "-1": 197}	13619.4394
156002	0.7192	196	764	None	0.1844	-0.0335	-0.0344	6.5887	29.5242	{"0": 764, "10": 38, "-1": 196}	13713.041
157009	0.7174	166	797	None	0.2721	0.3539	0.395	8.1092	34.0981	{"0": 797, "10": 44, "-1": 166}	13809.1515
158006	0.7156	180	782	None	0.1705	0.1681	0.1069	8.3778	30.9046	{"0": 782, "10": 35, "-1": 180}	13902.6142
159007	0.7138	213	752	None	0.1469	-0.5025	-0.5831	7.9447	31.7024	{"0": 752, "10": 36, "-1": 213}	13995.9178
160008	0.712	169	786	None	0.2907	-0.5055	-0.3912	11.2688	28.3223	{"0": 786, "10": 46, "-1": 169}	14091.2199
161013	0.7102	209	758	None	0.1701	-0.375	-0.1244	7.8724	33.7969	{"0": 758, "10": 38, "-1": 209}	14186.4885
162003	0.7084	169	777	None	0.2737	0.0545	0.2069	10.4113	30.8479	{"0": 777, "10": 44, "-1": 169}	14281.9784
163007	0.7066	168	802	None	0.1713	-0.0194	-0.1225	8.6269	30.4556	{"0": 802, "10": 34, "-1": 168}	14375.9166
164003	0.7048	184	772	None	0.2169	-0.2028	-0.125	10.5738	28.2627	{"0": 772, "10": 40, "-1": 184}	14470.8762
165004	0.703	182	774	None	0.2677	0.0813	0.2038	11.6916	34.0579	{"0": 774, "10": 45, "-1": 182}	14566.7059
166008	0.7012	199	777	None	0.0807	-0.2281	-0.23	6.6407	29.1709	{"0": 777, "10": 28, "-1": 199}	14660.1268
167007	0.6994	196	758	None	0.2543	0.2521	0.3606	9.6932	30.8143	{"0": 758, "10": 45, "-1": 196}	14755.2519
